OCCTYP,OCCTYPT,OCCFAM,OCCFAMT,OCC,OCCT
2,Blue Collar,28,28xx-ELECTRICAL INSTALLATION AND MAINTENANCE,2801,2801-MISC ELECTRICAL INSTALLATION & MAINTENANCE
2,Blue Collar,28,28xx-ELECTRICAL INSTALLATION AND MAINTENANCE,2805,2805-ELECTRICIAN
2,Blue Collar,28,28xx-ELECTRICAL INSTALLATION AND MAINTENANCE,2810,2810-HIGH VOLTAGE ELECTRICIAN
2,Blue Collar,28,28xx-ELECTRICAL INSTALLATION AND MAINTENANCE,2854,2854-ELECTRICAL EQUIPMENT REPAIRER
2,Blue Collar,28,28xx-ELECTRICAL INSTALLATION AND MAINTENANCE,2892,2892-AIRCRAFT ELECTRICIAN
2,Blue Collar,31,31xx-FABRIC AND LEATHER WORK,3101,3101-MISC FABRIC AND LEATHER WORK
2,Blue Collar,31,31xx-FABRIC AND LEATHER WORK,3105,3105-FABRIC WORKING
2,Blue Collar,31,31xx-FABRIC AND LEATHER WORK,3106,3106-UPHOLSTERING
2,Blue Collar,31,31xx-FABRIC AND LEATHER WORK,3111,3111-SEWING MACHINE OPERATING
2,Blue Collar,33,33xx-INSTRUMENT WORK,3306,3306-OPTICAL INSTRUMENT REPAIRING
2,Blue Collar,33,33xx-INSTRUMENT WORK,3314,3314-INSTRUMENT MAKING
2,Blue Collar,33,33xx-INSTRUMENT WORK,3359,3359-INSTRUMENT MECHANIC
2,Blue Collar,33,33xx-INSTRUMENT WORK,3378,3378-PRECISION MEASUREMENT EQUIPMENT CALIBRATING
2,Blue Collar,34,34xx-MACHINE TOOL WORK,3401,3401-MISCELLANEOUS MACHINE TOOL WORK
2,Blue Collar,34,34xx-MACHINE TOOL WORK,3414,3414-MACHINING
2,Blue Collar,34,34xx-MACHINE TOOL WORK,3416,3416-TOOLMAKING
2,Blue Collar,35,35xx-GENERAL SERVICES AND SUPPORT WORK,3501,3501-MISC GENERAL SERVICES AND SUPPORT WORK
2,Blue Collar,35,35xx-GENERAL SERVICES AND SUPPORT WORK,3502,3502-LABORING
2,Blue Collar,35,35xx-GENERAL SERVICES AND SUPPORT WORK,3511,3511-LABORATORY WORKING
2,Blue Collar,35,35xx-GENERAL SERVICES AND SUPPORT WORK,3513,3513-COIN/CURRENCY CHECKING
2,Blue Collar,35,35xx-GENERAL SERVICES AND SUPPORT WORK,3546,3546-RAILROAD REPAIRING
2,Blue Collar,35,35xx-GENERAL SERVICES AND SUPPORT WORK,3566,3566-CUSTODIAL WORKING
2,Blue Collar,36,36xx-STRUCTURAL AND FINISHING WORK,3601,3601-MISCELLANEOUS STRUCTURAL & FINISHING WORK
2,Blue Collar,36,36xx-STRUCTURAL AND FINISHING WORK,3602,3602-CEMENT FINISHING
2,Blue Collar,36,36xx-STRUCTURAL AND FINISHING WORK,3603,3603-MASONRY
2,Blue Collar,36,36xx-STRUCTURAL AND FINISHING WORK,3604,3604-TILE SETTING
2,Blue Collar,36,36xx-STRUCTURAL AND FINISHING WORK,3605,3605-PLASTERING
2,Blue Collar,36,36xx-STRUCTURAL AND FINISHING WORK,3606,3606-ROOFING
2,Blue Collar,36,36xx-STRUCTURAL AND FINISHING WORK,3610,3610-INSULATING
2,Blue Collar,37,37xx-METAL PROCESSING,3701,3701-MISCELLANEOUS METAL PROCESSING
2,Blue Collar,37,37xx-METAL PROCESSING,3703,3703-WELDING
2,Blue Collar,37,37xx-METAL PROCESSING,3705,3705-NON-DESTRUCTIVE TESTING
2,Blue Collar,37,37xx-METAL PROCESSING,3707,3707-METALIZING
2,Blue Collar,37,37xx-METAL PROCESSING,3711,3711-ELECTROPLATING
2,Blue Collar,37,37xx-METAL PROCESSING,3712,3712-HEAT TREATING
2,Blue Collar,37,37xx-METAL PROCESSING,3725,3725-BATTERY REPAIRING
2,Blue Collar,37,37xx-METAL PROCESSING,3727,3727-BUFFING AND POLISHING
2,Blue Collar,37,37xx-METAL PROCESSING,3769,3769-SHOT PEENING MACHINE OPERATING
2,Blue Collar,38,38xx-METAL WORK,3801,3801-MISCELLANEOUS METAL WORK
2,Blue Collar,38,38xx-METAL WORK,3802,3802-METAL FORGING
2,Blue Collar,38,38xx-METAL WORK,3806,3806-SHEET METAL MECHANIC
2,Blue Collar,38,38xx-METAL WORK,3808,3808-BOILERMAKING
2,Blue Collar,38,38xx-METAL WORK,3809,3809-MOBILE EQUIPMENT METAL MECHANIC
2,Blue Collar,38,38xx-METAL WORK,3820,3820-SHIPFITTING
2,Blue Collar,38,38xx-METAL WORK,3858,3858-METAL TANK AND RADIATOR REPAIRING
2,Blue Collar,38,38xx-METAL WORK,3869,3869-METAL FORMING MACHINE OPERATING
2,Blue Collar,38,38xx-METAL WORK,3872,"3872-METAL TUBE MAKING, INSTALLING, & REPAIRING"
2,Blue Collar,39,"39xx-MOVIE, RADIO, TV & SOUND EQUIP OPERATING",3901,"3901-MISC MOTN PIC, RADIO, TV, & SND EQUIP OPER"
2,Blue Collar,39,"39xx-MOVIE, RADIO, TV & SOUND EQUIP OPERATING",3940,3940-BROADCASTING EQUIPMENT OPERATING
2,Blue Collar,40,40xx-LENS AND CRYSTAL WORK,4010,4010-PRESCRIPTION EYEGLASS MAKING
2,Blue Collar,41,41xx-PAINTING AND PAPERHANGING,4101,4101-MISCELLANEOUS PAINTING AND PAPERHANGING
2,Blue Collar,41,41xx-PAINTING AND PAPERHANGING,4102,4102-PAINTING
2,Blue Collar,41,41xx-PAINTING AND PAPERHANGING,4104,4104-SIGN PAINTING
2,Blue Collar,42,42xx-PLUMBING AND PIPEFITTING,4201,4201-MISCELLANEOUS PLUMBING AND PIPEFITTING
2,Blue Collar,42,42xx-PLUMBING AND PIPEFITTING,4204,4204-PIPEFITTING
2,Blue Collar,42,42xx-PLUMBING AND PIPEFITTING,4206,4206-PLUMBING
2,Blue Collar,42,42xx-PLUMBING AND PIPEFITTING,4255,4255-FUEL DISTRIBUTION SYSTEM MECHANIC
2,Blue Collar,43,43xx-PLIABLE MATERIALS WORK,4301,4301-MISCELLANEOUS PLIABLE MATERIALS WORK
2,Blue Collar,43,43xx-PLIABLE MATERIALS WORK,4352,4352-COMPOSITE/PLASTIC FABRICATING
2,Blue Collar,43,43xx-PLIABLE MATERIALS WORK,4361,4361-RUBBER EQUIPMENT REPAIRING
2,Blue Collar,43,43xx-PLIABLE MATERIALS WORK,4373,4373-MOLDING
2,Blue Collar,44,44xx-PRINTING,4401,4401-MISCELLANEOUS PRINTING AND REPRODUCTION
2,Blue Collar,44,44xx-PRINTING,4402,4402-BINDERY WORKING
2,Blue Collar,44,44xx-PRINTING,4403,4403-HAND COMPOSING
2,Blue Collar,44,44xx-PRINTING,4406,4406-LETTERPRESS OPERATING
2,Blue Collar,44,44xx-PRINTING,4416,4416-PLATEMAKING
2,Blue Collar,44,44xx-PRINTING,4417,4417-OFFSET PRESS OPERATING
2,Blue Collar,44,44xx-PRINTING,4441,4441-BOOKBINDING
2,Blue Collar,44,44xx-PRINTING,4449,4449-ELECTROLYTIC INTAGLIO PLATEMAKING
2,Blue Collar,44,44xx-PRINTING,4454,4454-INTAGLIO PRESS OPERATING
2,Blue Collar,46,46xx-WOOD WORK,4601,4601-MISCELLANEOUS WOODWORK
2,Blue Collar,46,46xx-WOOD WORK,4602,4602-BLOCKING AND BRACING
2,Blue Collar,46,46xx-WOOD WORK,4604,4604-WOOD WORKING
2,Blue Collar,46,46xx-WOOD WORK,4605,4605-WOOD CRAFTING
2,Blue Collar,46,46xx-WOOD WORK,4607,4607-CARPENTRY
2,Blue Collar,46,46xx-WOOD WORK,4616,4616-PATTERNMAKING
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4701,4701-MISC GENERAL MAINTENANCE & OPERATIONS WORK
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4714,4714-MODEL MAKING
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4715,4715-EXHIBITS MAKING/MODELING
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4717,4717-BOAT BUILDING AND REPAIRING
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4737,4737-GENERAL EQUIPMENT MECHANIC
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4741,4741-GENERAL EQUIPMENT OPERATING
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4742,4742-UTILITY SYSTEMS REPAIRING-OPERATING
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4745,4745-RESEARCH LABORATORY MECHANIC
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4749,4749-MAINTENANCE MECHANIC
2,Blue Collar,47,47xx-GENERAL MAINTENANCE AND OPERATIONS WORK,4754,4754-CEMETERY CARETAKING
2,Blue Collar,48,48xx-GENERAL EQUIPMENT MAINTENANCE,4801,4801-MISC GENERAL EQUIPMENT MAINTENANCE
2,Blue Collar,48,48xx-GENERAL EQUIPMENT MAINTENANCE,4804,4804-LOCKSMITHING
2,Blue Collar,48,48xx-GENERAL EQUIPMENT MAINTENANCE,4805,4805-MEDICAL EQUIPMENT REPAIRING
2,Blue Collar,48,48xx-GENERAL EQUIPMENT MAINTENANCE,4816,4816-PROTECTVE & SAFE EQUIP FABRICATNG & REPAIR
2,Blue Collar,48,48xx-GENERAL EQUIPMENT MAINTENANCE,4818,4818-AIRCRAFT SURVIVAL FLIGHT EQUIPMENT REPAIR
2,Blue Collar,48,48xx-GENERAL EQUIPMENT MAINTENANCE,4840,4840-TOOL AND EQUIPMENT REPAIRING
2,Blue Collar,48,48xx-GENERAL EQUIPMENT MAINTENANCE,4850,4850-BEARING RECONDITIONING
2,Blue Collar,50,50xx-PLANT AND ANIMAL WORK,5001,5001-MISCELLANEOUS PLANT AND ANIMAL WORK
2,Blue Collar,50,50xx-PLANT AND ANIMAL WORK,5002,5002-FARMING
2,Blue Collar,50,50xx-PLANT AND ANIMAL WORK,5003,5003-GARDENING
2,Blue Collar,50,50xx-PLANT AND ANIMAL WORK,5026,5026-PEST CONTROLLING
2,Blue Collar,50,50xx-PLANT AND ANIMAL WORK,5031,5031-INSECTS PRODUCTION WORKING
2,Blue Collar,50,50xx-PLANT AND ANIMAL WORK,5042,5042-TREE TRIMMING AND REMOVING
2,Blue Collar,50,50xx-PLANT AND ANIMAL WORK,5048,5048-ANIMAL CARETAKING
2,Blue Collar,52,52xx-MISCELLANEOUS OCCUPATIONS,5201,5201-MISCELLANEOUS OCCUPATIONS
2,Blue Collar,52,52xx-MISCELLANEOUS OCCUPATIONS,5205,5205-GAS AND RADIATION DETECTING
2,Blue Collar,52,52xx-MISCELLANEOUS OCCUPATIONS,5210,5210-RIGGING
2,Blue Collar,52,52xx-MISCELLANEOUS OCCUPATIONS,5220,5220-SHIPWRIGHT
2,Blue Collar,52,52xx-MISCELLANEOUS OCCUPATIONS,5221,5221-LOFTING
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5301,5301-MISC INDUSTRIAL EQUIPMENT MAINTENANCE
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5306,5306-AIR CONDITIONING EQUIPMENT MECHANIC
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5309,5309-HEATING & BOILER PLANT EQUIPMT MECHANIC
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5310,5310-KITCHEN/BAKERY EQUIPMENT REPAIRING
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5313,5313-ELEVATOR MECHANIC
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5317,5317-LAUNDRY & DRY CLEANING EQUIPMT REPAIRING
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5318,5318-LOCK AND DAM REPAIRING
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5323,5323-OILING AND GREASING
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5334,5334-MARINE MACHINERY MECHANIC
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5350,5350-PRODUCTION MACHINERY MECHANIC
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5352,5352-INDUSTRIAL EQUIPMENT MECHANIC
2,Blue Collar,53,53xx-INDUSTRIAL EQUIPMENT MAINTENANCE,5378,5378-POWERED SUPPORT SYSTEMS MECHANIC
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5401,5401-MISC INDUSTRIAL EQUIPMENT OPERATION
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5402,5402-BOILER PLANT OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5406,5406-UTILITY SYSTEMS OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5407,5407-ELECTRICAL POWER CONTROLLING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5408,5408-SEWAGE DISPOSAL PLANT OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5409,5409-WATER TREATMENT PLANT OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5413,5413-FUEL DISTRIBUTION SYSTEM OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5415,5415-AIR CONDITIONING EQUIPMENT OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5419,5419-STATIONARY-ENGINE OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5423,5423-SANDBLASTING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5426,5426-LOCK AND DAM OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5439,5439-TESTING EQUIPMENT OPERATING
2,Blue Collar,54,54xx-INDUSTRIAL EQUIPMENT OPERATION,5440,5440-PACKAGING MACHINE OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5701,5701-MISC TRANSPORTATION/MOBILE EQUIPMENT OPER
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5703,5703-MOTOR VEHICLE OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5704,5704-FORK LIFT OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5705,5705-TRACTOR OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5716,5716-ENGINEERING EQUIPMENT OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5725,5725-CRANE OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5729,5729-DRILL RIG OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5736,5736-BRAKING-SWITCHING AND CONDUCTING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5737,5737-LOCOMOTIVE ENGINEERING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5738,5738-RAILROAD MAINTENANCE VEHICLE OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5767,5767-AIRFIELD CLEARING EQUIPMENT OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5782,5782-SHIP OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5784,5784-RIVERBOAT OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5786,5786-SMALL CRAFT OPERATING
2,Blue Collar,57,57xx-TRANSPORT/MOBILE EQUIPMENT OPERATION,5788,5788-DECKHAND
2,Blue Collar,58,58xx-TRANSPORT/MOBILE EQUIPMENT MAINTENANCE,5801,5801-MISC TRANSPORTATION/MOBILE EQUIPMT MAINTNE
2,Blue Collar,58,58xx-TRANSPORT/MOBILE EQUIPMENT MAINTENANCE,5803,5803-HEAVY MOBILE EQUIPMENT MECHANIC
2,Blue Collar,58,58xx-TRANSPORT/MOBILE EQUIPMENT MAINTENANCE,5806,5806-MOBILE EQUIPMENT SERVICING
2,Blue Collar,58,58xx-TRANSPORT/MOBILE EQUIPMENT MAINTENANCE,5823,5823-AUTOMOTIVE MECHANIC
2,Blue Collar,58,58xx-TRANSPORT/MOBILE EQUIPMENT MAINTENANCE,5876,5876-ELECTROMOTIVE EQUIPMENT MECHANIC
2,Blue Collar,65,"65xx-AMMO, EXPLOSIVES, &TOXIC MATERIALS WORK",6501,"6501-MISC AMMUN, EXPLOSIVES, & TOXIC MATER WORK"
2,Blue Collar,65,"65xx-AMMO, EXPLOSIVES, &TOXIC MATERIALS WORK",6502,6502-EXPLOSIVES OPERATING
2,Blue Collar,65,"65xx-AMMO, EXPLOSIVES, &TOXIC MATERIALS WORK",6505,6505-MUNITIONS DESTROYING
2,Blue Collar,65,"65xx-AMMO, EXPLOSIVES, &TOXIC MATERIALS WORK",6511,6511-MISSILE/TOXIC MATERIALS HANDLING
2,Blue Collar,65,"65xx-AMMO, EXPLOSIVES, &TOXIC MATERIALS WORK",6517,6517-EXPLOSIVES TEST OPERATING
2,Blue Collar,66,66xx-ARMAMENT WORK,6601,6601-MISCELLANEOUS ARMAMENT WORK
2,Blue Collar,66,66xx-ARMAMENT WORK,6605,6605-ARTILLERY REPAIRING
2,Blue Collar,66,66xx-ARMAMENT WORK,6610,6610-SMALL ARMS REPAIRING
2,Blue Collar,66,66xx-ARMAMENT WORK,6641,6641-ORDNANCE EQUIPMENT MECHANIC
2,Blue Collar,66,66xx-ARMAMENT WORK,6652,6652-AIRCRAFT ORDNANCE SYSTEMS MECHANIC
2,Blue Collar,66,66xx-ARMAMENT WORK,6656,6656-SPECIAL WEAPONS SYSTEMS MECHANIC
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6901,6901-MISC WAREHOUSING AND STOCK HANDLING
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6904,6904-TOOLS AND PARTS ATTENDING
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6907,6907-MATERIALS HANDLER
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6910,6910-MATERIALS EXPEDITING
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6912,6912-MATERIALS EXAMINING AND IDENTIFYING
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6913,6913-HAZARDOUS WASTE DISPOSING
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6914,6914-STORE WORKING
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6941,6941-BULK MONEY HANDLING
2,Blue Collar,69,69xx-WAREHOUSING AND STOCK HANDLING,6968,6968-AIRCRAFT FREIGHT LOADING
2,Blue Collar,70,70xx-PACKING AND PROCESSING,7001,7001-MISCELLANEOUS PACKING AND PROCESSING
2,Blue Collar,70,70xx-PACKING AND PROCESSING,7002,7002-PACKING
2,Blue Collar,70,70xx-PACKING AND PROCESSING,7006,7006-PRESERVATION SERVICING
2,Blue Collar,70,70xx-PACKING AND PROCESSING,7009,7009-EQUIPMENT CLEANING
2,Blue Collar,73,"73xx-LAUNDRY, DRY CLEANING, AND PRESSING",7301,"7301-MISC LAUNDRY, DRY CLEANING, AND PRESSING"
2,Blue Collar,73,"73xx-LAUNDRY, DRY CLEANING, AND PRESSING",7304,7304-LAUNDRY WORKING
2,Blue Collar,73,"73xx-LAUNDRY, DRY CLEANING, AND PRESSING",7305,7305-LAUNDRY MACHINE OPERATING
2,Blue Collar,74,74xx-FOOD PREPARATION AND SERVING,7401,7401-MISC FOOD PREPARATION AND SERVING
2,Blue Collar,74,74xx-FOOD PREPARATION AND SERVING,7402,7402-BAKING
2,Blue Collar,74,74xx-FOOD PREPARATION AND SERVING,7404,7404-COOKING
2,Blue Collar,74,74xx-FOOD PREPARATION AND SERVING,7407,7407-MEATCUTTING
2,Blue Collar,74,74xx-FOOD PREPARATION AND SERVING,7408,7408-FOOD SERVICE WORKING
2,Blue Collar,76,76xx-PERSONAL SERVICES,7601,7601-MISCELLANEOUS PERSONAL SERVICES
2,Blue Collar,82,82xx-FLUID SYSTEMS MAINTENANCE,8201,8201-MISC FLUID SYSTEMS MAINTENANCE
2,Blue Collar,82,82xx-FLUID SYSTEMS MAINTENANCE,8255,8255-PNEUDRAULIC SYSTEMS MECHANIC
2,Blue Collar,82,82xx-FLUID SYSTEMS MAINTENANCE,8268,8268-AIRCRAFT PNEUDRAULIC SYSTEMS MECHANIC
2,Blue Collar,86,86xx-ENGINE OVERHAUL,8601,8601-MISCELLANEOUS ENGINE OVERHAUL
2,Blue Collar,86,86xx-ENGINE OVERHAUL,8602,8602-AIRCRAFT ENGINE MECHANIC
2,Blue Collar,86,86xx-ENGINE OVERHAUL,8610,8610-SMALL ENGINE MECHANIC
2,Blue Collar,88,88xx-AIRCRAFT OVERHAUL,8801,8801-MISCELLANEOUS AIRCRAFT OVERHAUL
2,Blue Collar,88,88xx-AIRCRAFT OVERHAUL,8810,8810-AIRCRAFT PROPELLER MECHANIC
2,Blue Collar,88,88xx-AIRCRAFT OVERHAUL,8840,8840-AIRCRAFT MECHNICAL PARTS REPAIRING
2,Blue Collar,88,88xx-AIRCRAFT OVERHAUL,8852,8852-AIRCRAFT MECHANIC
2,Blue Collar,88,88xx-AIRCRAFT OVERHAUL,8862,8862-AIRCRAFT ATTENDING
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9901,9901-MISCELLANEOUS VESSEL JOBS
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9902,9902-MASTER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9904,9904-SHIP PILOT
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9905,9905-FIRST OFFICER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9906,9906-SECOND OFFICER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9907,9907-THIRD OFFICER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9908,9908-SHIP'S COMMUNICATION OFFICER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9914,9914-DAMAGE CONTROL OFFICER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9915,9915-ASSISTANT DAMAGE CONTROL OFFICER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9916,9916-MASTER-MATE (FISHING VESSEL)
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9917,9917-DECK MIDSHIPMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9919,9919-DAMAGE CONTROL ASSISTANT LEADER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9920,9920-BOATSWAIN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9923,9923-BOATSWAIN'S MATE
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9924,9924-ABLE SEAMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9925,9925-ABLE SEAMAN-MAINTENANCE
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9927,9927-SEAMAN-FISHERMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9928,9928-ORDINARY SEAMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9929,9929-DAMAGE CONTROLMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9930,9930-OPERATIONS CHIEF (OC)
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9931,9931-CHIEF ENGINEER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9932,9932-FIRST ASSISTANT ENGINEER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9933,9933-SECOND ASSISTANT ENGINEER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9934,9934-THIRD ASSISTANT ENGINEER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9936,9936-ENGINE MIDSHIPMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9939,9939-CHIEF ELECTRICIAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9942,9942-SECOND ELECTRICIAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9944,9944-ELECTRONICS TECHNICIAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9945,9945-REFRIGERATION ENGINEER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9952,9952-DECK ENGINEER-MACHINIST
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9954,9954-UNLICENSED JUNIOR ENGINEER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9955,9955-PUMPMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9957,9957-ENGINE UTILITYMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9960,9960-OILER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9965,9965-WIPER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9968,9968-CHIEF STEWARD
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9971,9971-CHIEF COOK
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9972,9972-STEWARD COOK
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9973,9973-SECOND COOK
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9975,9975-ASSISTANT COOK
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9976,9976-COOK-BAKER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9982,9982-LAUNDRYMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9985,9985-STEWARD UTILITYMAN
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9988,9988-PURSER
2,Blue Collar,99,99xx-VESSEL JOBS EXCLUDED FROM FED WAGE SYS,9991,9991-SUPPLY OFFICER
