OCCTYP,OCCTYPT,OCCFAM,OCCFAMT,OCC,OCCT
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0006,0006-CORRECTIONAL INSTITUTION ADMINISTRATION
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0007,0007-CORRECTIONAL OFFICER
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0017,0017-EXPLOSIVES SAFETY
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0018,0018-SAFETY AND OCCUPATIONAL HEALTH MANAGEMENT
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0019,0019-SAFETY TECHNICIAN
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0020,0020-COMMUNITY PLANNING
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0021,0021-COMMUNITY PLANNING TECHNICIAN
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0023,0023-OUTDOOR RECREATION PLANNING
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0025,0025-PARK RANGER
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0028,0028-ENVIRONMENTAL PROTECTION SPECIALIST
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0029,0029-ENVIRONMENTAL PROTECTION ASSISTANT
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0030,0030-SPORTS SPECIALIST
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0050,0050-FUNERAL DIRECTING
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0060,0060-CHAPLAIN
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0062,0062-CLOTHING DESIGN
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0072,0072-FINGERPRINT IDENTIFICATION
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0080,0080-SECURITY ADMINISTRATION
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0081,0081-FIRE PROTECTION AND PREVENTION
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0082,0082-UNITED STATES MARSHAL
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0083,0083-POLICE
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0084,0084-NUCLEAR MATERIALS COURIER
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0085,0085-SECURITY GUARD
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0086,0086-SECURITY CLERICAL AND ASSISTANCE
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0089,0089-EMERGENCY MANAGEMENT SPECIALIST
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0090,0090-GUIDE
1,White Collar,00,00xx-MISCELLANEOUS OCCUPATIONS,0099,0099-GENERAL STUDENT TRAINEE
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0101,0101-SOCIAL SCIENCE
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0102,0102-SOCIAL SCIENCE AID AND TECHNICIAN
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0105,0105-SOCIAL INSURANCE ADMINISTRATION
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0106,0106-UNEMPLOYMENT INSURANCE
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0107,0107-HEALTH INSURANCE ADMINISTRATION
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0110,0110-ECONOMIST
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0119,0119-ECONOMICS ASSISTANT
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0130,0130-FOREIGN AFFAIRS
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0131,0131-INTERNATIONAL RELATIONS
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0132,0132-INTELLIGENCE
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0134,0134-INTELLIGENCE AID AND CLERK
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0135,0135-FOREIGN AGRICULTURAL AFFAIRS
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0136,0136-INTERNATIONAL COOPERATION
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0140,0140-WORKFORCE RESEARCH AND ANALYSIS
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0142,0142-WORKFORCE DEVELOPMENT
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0150,0150-GEOGRAPHY
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0160,0160-CIVIL RIGHTS ANALYSIS
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0170,0170-HISTORY
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0180,0180-PSYCHOLOGY
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0181,0181-PSYCHOLOGY AID AND TECHNICIAN
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0184,0184-SOCIOLOGY
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0185,0185-SOCIAL WORK
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0186,0186-SOCIAL SERVICES AID AND ASSISTANT
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0187,0187-SOCIAL SERVICES
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0188,0188-RECREATION SPECIALIST
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0189,0189-RECREATION AID AND ASSISTANT
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0190,0190-GENERAL ANTHROPOLOGY
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0193,0193-ARCHEOLOGY
1,White Collar,01,"01xx-SOCIAL SCIENCE, PSYCHOLOGY, AND WELFARE",0199,0199-SOCIAL SCIENCE STUDENT TRAINEE
1,White Collar,02,02xx-PERSONNEL MGMT & INDUSTRIAL  RELATIONS,0201,0201-HUMAN RESOURCES MANAGEMENT
1,White Collar,02,02xx-PERSONNEL MGMT & INDUSTRIAL  RELATIONS,0203,0203-HUMAN RESOURCES ASSISTANCE
1,White Collar,02,02xx-PERSONNEL MGMT & INDUSTRIAL  RELATIONS,0241,0241-MEDIATION
1,White Collar,02,02xx-PERSONNEL MGMT & INDUSTRIAL  RELATIONS,0243,0243-APPRENTICESHIP AND TRAINING
1,White Collar,02,02xx-PERSONNEL MGMT & INDUSTRIAL  RELATIONS,0244,0244-LABOR-MANAGEMENT RELATIONS EXAMINING
1,White Collar,02,02xx-PERSONNEL MGMT & INDUSTRIAL  RELATIONS,0260,0260-EQUAL EMPLOYMENT OPPORTUNITY
1,White Collar,02,02xx-PERSONNEL MGMT & INDUSTRIAL  RELATIONS,0299,0299-HUMAN RESOURCES MANAGEMENT STUDENT TRAINEE
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0301,0301-MISCELLANEOUS ADMINISTRATION AND PROGRAM
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0302,0302-MESSENGER
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0303,0303-MISCELLANEOUS CLERK AND ASSISTANT
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0304,0304-INFORMATION RECEPTIONIST
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0305,0305-MAIL AND FILE
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0306,0306-GOVERNMENT INFORMATION SPECIALIST
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0308,0308-RECORDS AND INFORMATION MANAGEMENT
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0309,0309-CORRESPONDENCE CLERK
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0313,0313-WORK UNIT SUPERVISING
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0318,0318-SECRETARY
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0319,0319-CLOSED MICROPHONE REPORTER
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0322,0322-CLERK-TYPIST
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0326,0326-OFFICE AUTOMATION CLERICAL AND ASSISTANCE
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0332,0332-COMPUTER OPERATION
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0335,0335-COMPUTER CLERK AND ASSISTANT
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0340,0340-PROGRAM MANAGEMENT
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0341,0341-ADMINISTRATIVE OFFICER
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0342,0342-SUPPORT SERVICES ADMINISTRATION
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0343,0343-MANAGEMENT AND PROGRAM ANALYSIS
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0344,0344-MANAGEMENT AND PROGRAM CLERICAL AND ASSISTANCE
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0346,0346-LOGISTICS MANAGEMENT
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0350,0350-EQUIPMENT OPERATOR
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0356,0356-DATA TRANSCRIBER
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0357,0357-CODING
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0360,0360-EQUAL OPPORTUNITY COMPLIANCE
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0361,0361-EQUAL OPPORTUNITY ASSISTANCE
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0382,0382-TELEPHONE OPERATING
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0390,0390-TELECOMMUNICATIONS PROCESSING
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0391,0391-TELECOMMUNICATIONS
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0392,0392-GENERAL TELECOMMUNICATIONS
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0394,0394-COMMUNICATIONS CLERICAL
1,White Collar,03,"03xx-GENERAL ADMIN, CLERICAL, & OFFICE SVCS",0399,0399-ADMINISTRATION AND OFFICE SUPPORT STUDENT TRAINEE
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0401,0401-GENERAL NATURAL RESOURCES MANAGEMENT AND BIOLOGICAL SCIENCES
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0403,0403-MICROBIOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0404,0404-BIOLOGICAL SCIENCE TECHNICIAN
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0405,0405-PHARMACOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0408,0408-ECOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0410,0410-ZOOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0413,0413-PHYSIOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0414,0414-ENTOMOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0415,0415-TOXICOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0421,0421-PLANT PROTECTION TECHNICIAN
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0430,0430-BOTANY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0434,0434-PLANT PATHOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0435,0435-PLANT PHYSIOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0437,0437-HORTICULTURE
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0440,0440-GENETICS
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0454,0454-RANGELAND MANAGEMENT
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0455,0455-RANGE TECHNICIAN
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0457,0457-SOIL CONSERVATION
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0458,0458-SOIL CONSERVATION TECHNICIAN
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0459,0459-IRRIGATION SYSTEM OPERATION
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0460,0460-FORESTRY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0462,0462-FORESTRY TECHNICIAN
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0470,0470-SOIL SCIENCE
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0471,0471-AGRONOMY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0480,0480-FISH AND WILDLIFE ADMINISTRATION
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0482,0482-FISH BIOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0485,0485-WILDLIFE REFUGE MANAGEMENT
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0486,0486-WILDLIFE BIOLOGY
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0487,0487-ANIMAL SCIENCE
1,White Collar,04,04xx-NATURAL RESOURCES MGMT & BIO SCI GROUP,0499,0499-BIOLOGICAL SCIENCE STUDENT TRAINEE
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0501,0501-FINANCIAL ADMINISTRATION AND PROGRAM
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0503,0503-FINANCIAL CLERICAL AND ASSISTANCE
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0505,0505-FINANCIAL MANAGEMENT
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0510,0510-ACCOUNTING
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0511,0511-AUDITING
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0512,0512-INTERNAL REVENUE AGENT
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0525,0525-ACCOUNTING TECHNICIAN
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0526,0526-TAX SPECIALIST
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0530,0530-CASH PROCESSING
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0540,0540-VOUCHER EXAMINING
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0544,0544-CIVILIAN PAY
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0545,0545-MILITARY PAY
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0560,0560-BUDGET ANALYSIS
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0561,0561-BUDGET CLERICAL AND ASSISTANCE
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0570,0570-FINANCIAL INSTITUTION EXAMINING
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0580,0580-CREDIT UNION EXAMINER
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0592,0592-TAX EXAMINING
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0593,0593-INSURANCE ACCOUNTS
1,White Collar,05,05xx-ACCOUNTING AND BUDGET,0599,0599-FINANCIAL MANAGEMENT STUDENT TRAINEE
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0601,0601-GENERAL HEALTH SCIENCE
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0602,0602-MEDICAL OFFICER
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0603,0603-PHYSICIAN ASSISTANT
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0605,0605-NURSE ANESTHETIST (TITLE 38)
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0610,0610-NURSE
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0620,0620-PRACTICAL NURSE
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0621,0621-NURSING ASSISTANT
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0622,0622-MEDICAL SUPPLY AIDE AND TECHNICIAN
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0625,0625-AUTOPSY ASSISTANT
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0630,0630-DIETITIAN AND NUTRITIONIST
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0631,0631-OCCUPATIONAL THERAPIST
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0633,0633-PHYSICAL THERAPIST
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0635,0635-KINESIOTHERAPY
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0636,0636-REHABILITATION THERAPY ASSISTANT
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0637,0637-MANUAL ARTS THERAPIST
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0638,0638-RECREATION/CREATIVE ARTS THERAPIST
1,White Collar,06,"06xx-MEDICAL, HOSPITAL, DENTAL & PUB HEALTH",0639,0639-EDUCATIONAL THERAPIST
